text,label
Let ' s go now .,FOLLOWER
I have to go to practice .,FOLLOWER
I would like to register for a class today .,LEADER
Come and help,LEADER
I'm looking for some material for a paper I'm writing  and I'm not quite sure where to look .,LEADER
Can I stop by ?,FOLLOWER
I feel like going for a drink,FOLLOWER
How about the new bar across road ?,FOLLOWER
Where shall I meet you ?,LEADER
let's go to a car dealership .,FOLLOWER
We could drive to the 24 - hour store on sixth .,FOLLOWER
Where are we off to ?,LEADER
First we will go to the city centre and stop for something to drink .,FOLLOWER
Where are we going to have a drink ?,LEADER
How far is the museum ?,LEADER
We will ask for directions in the coffee shop .,LEADER
You find us a table and I'll get the drinks .,LEADER
How about going to the cinema tonight ?,FOLLOWER
Find out where the nearest tattoo parlor is,LEADER
you're welcome to join us .,FOLLOWER
let's go down together .,FOLLOWER
Step into my office for a moment .,FOLLOWER
I want a pair of locus .,LEADER
I'm in the kitchen ... let yourself in !,FOLLOWER
you are to jog before breakfast .,FOLLOWER
Then  you are to walk to work .,LEADER
I suppose I should go to see a doctor .,FOLLOWER
Do you feel like going boating with me ?,FOLLOWER
how do you usually get to school ?,LEADER
I usually ride my bike .,FOLLOWER
Can you help find a place to eat?,LEADER
I am looking to eat somewhere,FOLLOWER
Let's go on the computer to see what's up,FOLLOWER
Could I see the manager please ? I have a complaint to make,LEADER
Excuse me.Where do I register?,LEADER
I ’ m going to the hospital,FOLLOWER
After you .,LEADER
Let's buy some flowers  and pay her a visit,FOLLOWER
Where should I sit ?,LEADER
Will you go with me ?,FOLLOWER
Where is Tom ?,LEADER
I need to grab something to eat .,FOLLOWER
Could you help me ? I can't seem to find my class,LEADER
I'm expected to attend a meeting .,FOLLOWER
Excuse me . I wonder see Dean Mr . Lee first . I was wondering if could you tell me where his office is ?,LEADER
We'll have rice dumplings,FOLLOWER
I  came to see my uncle,LEADER
I've got to run,FOLLOWER
we will need to find a new place to stay .,LEADER
I'm feeling hungry,FOLLOWER
Hi  could you help me find a place where I could buy some lunch ?,LEADER
I want to buy a gift for my father . Will you go with me to choose one for him,FOLLOWER
I was looking for a book  but I couldn ’ t find it .,LEADER
I'll accompany my wife to the hospital,FOLLOWER
Do you know what building that it's in,LEADER
let's go out for a walk,FOLLOWER
Do you want to come ?,FOLLOWER
Where are you headed today ?,LEADER
Where are you going now?,LEADER
I'd like to go to Tianjin,LEADER
I'm going to YY's,FOLLOWER
I think I'll join you,LEADER
I'm going downstairs for more drinking water,FOLLOWER
let ’ s go and get a coffee together,FOLLOWER
Are you going out again ?,LEADER
Do you want to go first  ?,LEADER
I often go to a place of leisure,FOLLOWER
Do you know how to get there ?,LEADER
Come on in .,FOLLOWER
I'll show you there if you want to .,FOLLOWER
Will you come shopping with me ?,FOLLOWER
We'd better get back to work .,FOLLOWER
Do you want to go with me ?,FOLLOWER
You gotta help me !,LEADER
I ’ ll take the stairs !,FOLLOWER
You should come with me !,FOLLOWER
So where should we go ?,LEADER
I will go out to have a visit to my aunt .,FOLLOWER
I'll show you around and introduce you to the department managers .,FOLLOWER
We could go for a walk in the park .,FOLLOWER
Can you drive me ?,LEADER
I'm meeting with some other collectors .,FOLLOWER
I'm heading out myself.,FOLLOWER
We're going to help Mr Smith to plant some flowers .,FOLLOWER
You're moving here ?,LEADER
Where can we go for this time ?,LEADER
I'm looking for some books for my mother .,LEADER
What about taking a walk ?,FOLLOWER
Yes  follow me .,FOLLOWER
Why don ’ t you go ahead of me ?,LEADER
Can you show it to me ?,LEADER
I'm going to try to find out where the school is located .,LEADER
Let ’ s go outside and talk .,FOLLOWER
Go back the way you came .,LEADER
Let's go out and enjoy the fresh air .,FOLLOWER
OK . Let's get something to drink .,FOLLOWER
I'm going to let you go first .,LEADER
Let's go into the school auditorium .,FOLLOWER
I'll go by myself  thanks .,FOLLOWER
"I want to go to the toilet.",LEADER
"I really need to go now.",FOLLOWER
"Get me to a hospital !",LEADER
"I will go to the outlet center.",FOLLOWER
"do you know where the visa office is ?",LEADER
"I’ll walk you there.",FOLLOWER
"I'm going to the library  are you coming ?",FOLLOWER
Let me show you the way.,FOLLOWER
Please follow me.,FOLLOWER
"I want to go on a picnic.",LEADER
I really have to go.,FOLLOWER
"What about taking a look around the theater ?",LEADER
I don't know where the bookstore is.,LEADER
"We’re going to the movies.",FOLLOWER
"I just can't decide where to go.",LEADER
"We can go for a walk and enjoy the fresh air.",FOLLOWER
"Where is the concert this evening ?",LEADER
"we can look at the navigation system to find the best route home.",LEADER
"I think I'll just walk.",FOLLOWER
"Could you show me where I can find it ?",LEADER
"Let's find a quiet seat and sit down for beverage.",FOLLOWER
"Let's walk there.",FOLLOWER
"Do you know where that is ?",LEADER
"Are you coming with me ?",FOLLOWER
"I'm going shopping.",FOLLOWER
"Follow me to the back-yard.",FOLLOWER
"would you like to get something to eat with me ?",FOLLOWER
We can go to that new Chinese restaurant .,FOLLOWER
Can you tell me where I can park ?,LEADER
why don’t we go for a walk in the hills .,FOLLOWER
I don't know where I should go .,LEADER
Let me ask the old woman in that reception office .,FOLLOWER
Hey  that spot in the shade looks really comfortable .,FOLLOWER
I think I'll go check that out now .,FOLLOWER
Which university will you go to ?,LEADER
First we'll go buy a newspaper and then we'll go to the library .,FOLLOWER
How do we get to the library from here ?,LEADER
Could you help me to register for a class ?,LEADER
Please come to the front,FOLLOWER
Bring them to my wife's car .,LEADER
Excuse me  I wonder if you could help me?.,LEADER
"can I buy slides and picture postcards somewhere?",LEADER
I am going to go to the bookstore.,FOLLOWER
"Have you got anywhere in mind?",LEADER
"I am going to the University of Tampa...",FOLLOWER
"I'll invite you over...",FOLLOWER
"How about a coffee in that cafe?",FOLLOWER
"Let me have a look.",FOLLOWER
I can point you towards the right direction.,FOLLOWER
Can you find the office?.,LEADER
"Where's the nearest McDonald's?",LEADER
"I thought you knew where we get off at.",LEADER
"I am going to the gym.",FOLLOWER
"Is it easy to get into city centre?",LEADER
"Excuse me  where is the Beijing Railway Station?",LEADER
"How do I get to the Olympic Stadium  please?",LEADER
"I don't know where the best place to shop is.",LEADER
"he should go to an office supply store.",FOLLOWER
"we’ll do that on the way home.",FOLLOWER
"Where can I buy some cigarettes?",LEADER
"where is the men's room?",LEADER
"Do you have a place where I can exercise?",LEADER
"Let’s take a walk into town and do some window-shopping.",FOLLOWER
"you'll have to go to the computer lab for your printing needs.",FOLLOWER
"Great  we have to walk now.",FOLLOWER
"Where can we buy one?",LEADER
"we have to go to State Street.",FOLLOWER
"Let's go to the inquiry desk first...",FOLLOWER
"The dressing room is over there.",FOLLOWER
"In a little while I'll go and buy some more painkillers...",FOLLOWER
"Where's Wort Street  please?",LEADER
"Could you tell me where the canteen is?",LEADER
"I can take you there actually.",FOLLOWER
"I was heading there anyway.",FOLLOWER
"Is there a bookstore near here?",LEADER
"We would like to hold a business lunch at the restaurant.",FOLLOWER
"Maybe you could send me directions just to make sure.",LEADER
"where do I catch the plane for New York?",LEADER
"let's stop dragging our feet and find a Sichuan Hotpot restaurant for dinner!",FOLLOWER
"What street do I go to to catch it?",LEADER
I'm looking for the train station,LEADER
Can I meet my colleagues?,LEADER
How far is the office from the airport?,LEADER
I am going to the airport,FOLLOWER
Can you tell me where I can buy a pair of shoes?,LEADER
would you like to take it from here?,LEADER
where's the men's shoe department?,LEADER
Let's just look and see what they have,FOLLOWER
The fitting rooms are over there,FOLLOWER
Let's go to the restaurant nearby,FOLLOWER
I'll go myself then,FOLLOWER
I'm looking for the cameras,LEADER
do you know where the Royal Hotel is?,LEADER
Where is the can in this place?,LEADER
I need help finding a gift for my daughter,LEADER
I need a place to put my luggage,LEADER
I'm looking for Bob,LEADER
let's go over there to join mom,FOLLOWER
I have to go to work,FOLLOWER
Come on I’ll show you where it is,FOLLOWER
where can I find a guide?,LEADER
I'm looking for a pan I can use in my kitchen,LEADER
I'll go back home with Danny,FOLLOWER
Let's go to the square to have a look,FOLLOWER
Let's walk around the lake first shall we?,FOLLOWER
Show me the fastest way to get there,LEADER
where is the main area for restaurants?,LEADER
Could you guide me to where I can change money?,LEADER
I’d rather go out,FOLLOWER
Where should I put my overcoat and briefcase after entering the office?,LEADER
Can you show me my seat?,LEADER
are you ready to go to the bank?,FOLLOWER
Let me show you the house,FOLLOWER
Shall we go to the station and buy the tickets?,FOLLOWER
Could you show me where the ice cream is located?,LEADER
How can I get to the nearest branch of the national bank?,LEADER
Let's go the food stall,FOLLOWER
We have to follow the guide,LEADER
Where is the Human Resources Office?,LEADER
I'll try to find a seat in the smoking section,FOLLOWER
"I'm looking for the produce section  please .",LEADER
"Where can I enjoy the best local food ?",LEADER
"Is there anything that you can recommend for me ?",LEADER
"Let's get a shopping cart .",FOLLOWER
"Let's check out the fruit section first .",FOLLOWER
"Let's go over to the check-out stand .",FOLLOWER
"Let me show you the table .",FOLLOWER
"we will go .",FOLLOWER
"Can you see a Post Office somewhere around here ?",LEADER
"Put them on there please .",LEADER
"We're just going door to door .",FOLLOWER
"I ’ ll show you to her office  right this way .",FOLLOWER
"I need a suggestion for a restaurant here in Manhattan .",LEADER
"let's go over there and put a blanket on the lawn .",FOLLOWER
"Could you drive me to the bank ?",LEADER
"Tell me where to go .",LEADER
"No  I need directions  please .",LEADER
"Go and look in the kitchen .",LEADER
"Where can we have the famous tea ?",LEADER
"How about going together ?",FOLLOWER
"Would you be my guide ?",LEADER
"Why don't we visit the Great Wall first ?",FOLLOWER
"I’m going to the beauty parlor .",FOLLOWER
"Let's start walking to the Epcot Center then.",FOLLOWER
"Where are we going to visit today ?",LEADER
"could you tell me where is a laundry in this hotel ?",LEADER
"could you tell me how to get to the school clinic ?",LEADER
Excuse me can you tell me which is Bob Rice's office?,LEADER
How about the Holiday Inn?,FOLLOWER
We're going over to Mrs. Smith's place to help her with her yard work.,FOLLOWER
I'd like to buy some perfume for my girlfriend.,LEADER
I would like to return this item.,LEADER
Which way is the dining car?,LEADER
I'm looking for the Empire State Building.,LEADER
Can you find the meeting place?,LEADER
Do you know where I can find the nearest ICCC?,LEADER
How do I get there on foot?,LEADER
I want to leave the department.,LEADER
Where is the next taxi stand?,LEADER
Please let me know when we get there.,LEADER
I wanted to show you the cabin .,FOLLOWER
Could you drop me off at the airport ?,LEADER
I want to find a book called Gone with the Wind . But I can't find it .,LEADER
let’s get going then!,FOLLOWER
Excuse me  could you tell me where I can get a shopping basket?,LEADER
I can't find the way to the entrance. Would you tell me where the entrance is?,LEADER
It's time to go.,FOLLOWER
Driver  bring me to the station.,LEADER
Could you tell me where the cereal is?,LEADER
Could you point me toward the dishwashing detergent?,LEADER
let me show you some of our DVD players.,FOLLOWER
Perhaps I’ll go with you.,FOLLOWER
I was just heading downstairs for a cup of coffee. You want to come?,FOLLOWER
I was just thinking about getting a bite to eat.,FOLLOWER
How about going out and enjoying the sunshine on the grass?,FOLLOWER
I am going to the Central Park.,FOLLOWER
I’ll go take a shower.,FOLLOWER
which way is to the post office?,LEADER
Just give me directions to the restaurant.,LEADER
Let's go to Burger Queen for lunch.,FOLLOWER
Can you tell me where I can buy some chocolates?,LEADER
can you tell me how to get to the Medical Department  please?,LEADER
I wanna know where I can get on the bus going downtown.,LEADER
Where is the museum guide?,LEADER
Where is my favorite white bread?,LEADER
If you'll follow me  first I'll take you to the site of our semi-conductor system.,FOLLOWER
I think I could get lost if I went there alone.,LEADER
I'm going to the hospital to see Susan.,FOLLOWER
I'd like to move to another room.,FOLLOWER
find a private place to make calls.,LEADER
Do you know where the timesheets are kept?,LEADER
could you tell me how to get to the Cross Bakery building?,LEADER
Do you want me to show you the way?,FOLLOWER
I think we should go to the palace first.,FOLLOWER
Could you tell me where the scholar cinema is  please?,LEADER
But I don't know where the registration office is.,LEADER
Can I get to the central department stall this way?,LEADER
He will take care of your luggage and show you to your room.,FOLLOWER
there are two empty seats over there . Let’s get them before somebody else does.,FOLLOWER
"If so  I'd better try another store .",FOLLOWER
"I want a eye-shadow .",LEADER
"Go and get it repaired .",LEADER
"Can you direct me to some fresh produce that's on sale ?",LEADER
"Find its location now .",LEADER
"I'd like to see the manager.",LEADER
"Where can I get an application form ?",LEADER
"Where is the Human Resource Office ?",LEADER
"I'm looking for a shop that sells inexpensive cashmere sweaters .",LEADER
"I'm looking for a grocery store .",LEADER
"is there a laundromat near here ?",LEADER
"I want to find a new bedroom set .",LEADER
"I don't know where to go to find a nice bedroom set .",LEADER
"where can I buy trousers ?",LEADER
"I would like a table next to the window .",LEADER
"can you provide more information about the performance review ",LEADER
"May I suggest you to go there ?", LEADER 